GISJOIN,YEAR,TRACTA,COUNTY,STATE,Total Pop,% White,% Black,% Other races,Total Units,% Occupied,% Vacant,% Owner Occupied,% Renter
G17003102820,1970,2820,Cook,Illinois,46,1.0,0.0,0.0,19,-0.05263157894736842,,0.625,0.375
G17003102822,1970,2822,Cook,Illinois,1711,0.9684395090590298,0.0,0.031560490940970194,582,0.9673539518900344,0.03264604810996564,0.18853974121996303,0.8114602587800369
G17003102823,1970,2823,Cook,Illinois,1009,0.8840436075322101,0.04261645193260654,0.07333994053518335,343,0.9883381924198251,0.011661807580174927,0.3096774193548387,0.6903225806451613
G17003102824,1970,2824,Cook,Illinois,1350,0.942962962962963,0.0022222222222222222,0.054814814814814816,472,0.934322033898305,0.06567796610169492,0.18660287081339713,0.8133971291866029
G17003102825,1970,2825,Cook,Illinois,717,0.6610878661087866,0.07531380753138076,0.26359832635983266,321,0.9595015576323987,0.040498442367601244,0.004366812227074236,0.9956331877729258
G17003102826,1970,2826,Cook,Illinois,1457,0.06451612903225806,0.8867536032944406,0.048730267673301304,413,0.8401937046004843,0.15980629539951574,0.09198813056379822,0.9080118694362018
G17003102827,1970,2827,Cook,Illinois,3415,0.636896046852123,0.31537335285505125,0.04773060029282577,959,0.9520333680917622,0.047966631908237745,0.21058688147295743,0.7894131185270425
G17003102828,1970,2828,Cook,Illinois,2391,0.8619824341279799,0.0861564199079883,0.05186114596403179,686,0.9475218658892128,0.052478134110787174,0.22257551669316375,0.7774244833068362
G17003102829,1970,2829,Cook,Illinois,4540,0.6634361233480176,0.1960352422907489,0.14052863436123347,1065,0.9746478873239437,0.02535211267605634,0.14814814814814814,0.8518518518518519
G17003102830,1970,2830,Cook,Illinois,1495,0.5632107023411371,0.33712374581939797,0.09966555183946488,152,0.8552631578947368,0.14473684210526316,0.12048192771084337,0.8795180722891566
G17003102831,1970,2831,Cook,Illinois,1736,0.9326036866359447,0.03110599078341014,0.036290322580645164,537,0.9199255121042831,0.08007448789571694,0.17755102040816326,0.8224489795918367
G17003102832,1970,2832,Cook,Illinois,3543,0.20124188540784646,0.786903753880892,0.011854360711261643,1251,0.9584332533972821,0.04156674660271783,0.05143338954468803,0.948566610455312
G17003102833,1970,2833,Cook,Illinois,618,0.9223300970873787,0.0,0.07766990291262135,192,0.9427083333333334,0.057291666666666664,0.225,0.775
G17003102834,1970,2834,Cook,Illinois,23,1.0,0.0,0.0,11,-0.09090909090909091,,0.0,1.0
G17003102835,1970,2835,Cook,Illinois,54,0.9444444444444444,0.0,0.05555555555555555,26,1.0,0.0,0.5652173913043478,0.43478260869565216
G17003102836,1970,2836,Cook,Illinois,149,0.2080536912751678,0.7919463087248322,0.0,85,0.6470588235294118,0.35294117647058826,0.0975609756097561,0.9024390243902439
G17003102837,1970,2837,Cook,Illinois,1009,0.03865213082259663,0.9494549058473737,0.011892963330029732,413,0.8329297820823245,0.16707021791767554,0.01567398119122257,0.9843260188087775
G17003102838,1970,2838,Cook,Illinois,2683,0.04099888184867685,0.9560193812896012,0.002981736861721953,543,0.9502762430939227,0.049723756906077346,0.005758157389635317,0.9942418426103646
G17003102839,1970,2839,Cook,Illinois,8703,0.007353786050787085,0.9913822819717338,0.0012639319774790303,2498,0.9363490792634107,0.06365092073658928,0.013704496788008565,0.9862955032119914
G17003102840,1970,2840,Cook,Illinois,2676,0.01905829596412556,0.976457399103139,0.004484304932735426,746,0.9343163538873994,0.06568364611260054,0.1888412017167382,0.8111587982832618
G17003102841,1970,2841,Cook,Illinois,2431,0.0020567667626491155,0.9979432332373509,0.0,675,0.917037037037037,0.08296296296296296,0.1692047377326565,0.8307952622673435
G17003102842,1970,2842,Cook,Illinois,1546,0.013583441138421734,0.9857697283311773,0.000646830530401035,421,0.9501187648456056,0.023752969121140142,0.1985981308411215,0.8014018691588785
G17003102843,1970,2843,Cook,Illinois,129,-0.031007751937984496,1.0,0.031007751937984496,19,-0.05263157894736842,,0.16129032258064516,0.8387096774193549
G17003102901,1970,2901,Cook,Illinois,132,-0.06818181818181818,1.0,0.06818181818181818,14,-0.07142857142857142,,0.0,1.0
G17003102902,1970,2902,Cook,Illinois,2391,-0.002091175240485153,1.0,0.002091175240485153,670,0.908955223880597,0.09104477611940298,0.07833333333333334,0.9216666666666666
G17003102903,1970,2903,Cook,Illinois,1290,0.024806201550387597,0.9751937984496124,0.0,400,0.885,0.115,0.1787709497206704,0.8212290502793296
G17003102904,1970,2904,Cook,Illinois,777,-0.006435006435006435,1.0,0.006435006435006435,226,0.8451327433628318,0.15486725663716813,0.12972972972972974,0.8702702702702703
G17003102905,1970,2905,Cook,Illinois,2125,0.015529411764705882,0.9802352941176471,0.0042352941176470585,546,0.9029304029304029,0.09706959706959707,0.06720977596741344,0.9327902240325866
G17003102906,1970,2906,Cook,Illinois,925,0.0,1.0,0.0,255,0.9098039215686274,0.09019607843137255,0.1834862385321101,0.8165137614678899
G17003102907,1970,2907,Cook,Illinois,1853,0.013491635186184566,0.9794927145169995,0.007015650296815974,518,0.861003861003861,0.138996138996139,0.2175824175824176,0.7824175824175824
G17003102908,1970,2908,Cook,Illinois,2203,-0.003631411711302769,0.9977303676804358,0.005901044030866999,576,0.8454861111111112,0.1545138888888889,0.17142857142857143,0.8285714285714286
G17003102909,1970,2909,Cook,Illinois,13661,0.012590586340677843,0.9844813703242808,0.0029280433350413588,3519,0.9229894856493321,0.07388462631429384,0.17375,0.82625
G17003102910,1970,2910,Cook,Illinois,3337,0.0092897812406353,0.9889121965837578,0.0017980221756068325,898,0.8329621380846325,0.16703786191536749,0.13941018766756033,0.8605898123324397
G17003102911,1970,2911,Cook,Illinois,9995,-0.0006003001500750375,0.9988994497248624,0.0017008504252126063,2693,0.8165614556256963,0.18343854437430376,0.1338188438780155,0.8661811561219845
G17003102912,1970,2912,Cook,Illinois,6291,-0.0020664441265299633,0.9987283420759816,0.0033381020505484026,1781,0.8298708590679393,0.1678832116788321,0.12279511533242876,0.8772048846675712
G17003102913,1970,2913,Cook,Illinois,7022,0.009826260324693819,0.987040729136998,0.0031330105383081744,1851,0.848730415991356,0.151269584008644,0.11764705882352941,0.8823529411764706
G17003102914,1970,2914,Cook,Illinois,3609,0.0457190357439734,0.9537267941257966,0.0005541701302299807,972,0.8353909465020576,0.13580246913580246,0.10837438423645321,0.8916256157635468
G17003102915,1970,2915,Cook,Illinois,4776,0.14949748743718594,0.8335427135678392,0.016959798994974875,1085,0.9594470046082949,0.04055299539170507,0.12340842311459353,0.8765915768854065
G17003102916,1970,2916,Cook,Illinois,1355,0.7771217712177122,0.07675276752767528,0.14612546125461254,414,0.9251207729468599,0.0748792270531401,0.25386996904024767,0.7461300309597523
G17003102917,1970,2917,Cook,Illinois,1816,0.13986784140969163,0.8595814977973568,0.0005506607929515419,413,0.927360774818402,0.07263922518159806,0.19437340153452684,0.8056265984654731
G17003102918,1970,2918,Cook,Illinois,1845,0.0032520325203252032,0.9962059620596206,0.0005420054200542005,414,0.8985507246376812,0.10144927536231885,0.13583815028901733,0.8641618497109826
G17003102919,1970,2919,Cook,Illinois,1069,0.004677268475210477,0.9953227315247896,0.0,295,0.9050847457627119,0.09491525423728814,0.14186851211072665,0.8581314878892734
G17003102920,1970,2920,Cook,Illinois,1908,0.020964360587002098,0.9779874213836478,0.0010482180293501049,473,0.879492600422833,0.12050739957716702,0.25190839694656486,0.7480916030534351
G17003102921,1970,2921,Cook,Illinois,1622,0.016646115906288533,0.9778051787916153,0.005548705302096177,412,0.8907766990291263,0.10922330097087378,0.27808988764044945,0.7219101123595506
G17003102922,1970,2922,Cook,Illinois,7707,0.0014272739068379395,0.995977682626184,0.002595043466978072,2121,0.9104196133899104,0.08958038661008957,0.19508448540706605,0.804915514592934
G17003102923,1970,2923,Cook,Illinois,1229,0.01790073230268511,0.9812855980471928,0.0008136696501220504,479,0.8810020876826722,0.11899791231732777,0.2079646017699115,0.7920353982300885
G17003102924,1970,2924,Cook,Illinois,6086,0.0023003614853762734,0.9970423923759448,0.0006572461386789353,1649,0.9460278956943602,0.053972104305639784,0.16666666666666666,0.8333333333333334
G17003102925,1970,2925,Cook,Illinois,7162,0.018430605975984362,0.9786372521641999,0.002932141859815694,1941,0.9515713549716641,0.04842864502833591,0.3449212384573601,0.6550787615426399
G17003102926,1970,2926,Cook,Illinois,2640,0.06931818181818182,0.9253787878787879,0.005303030303030303,752,0.9574468085106383,0.0425531914893617,0.38687150837988826,0.6131284916201117
G17003102927,1970,2927,Cook,Illinois,65,0.0,1.0,0.0,32,0.59375,0.40625,0.027777777777777776,0.9722222222222222
G17003103001,1970,3001,Cook,Illinois,2035,0.8594594594594595,0.028992628992628992,0.11154791154791155,673,0.9153046062407132,0.0787518573551263,0.2639593908629442,0.7360406091370558
G17003103002,1970,3002,Cook,Illinois,912,0.9199561403508771,0.0,0.0800438596491228,319,0.8840125391849529,0.11598746081504702,0.24914675767918087,0.7508532423208191
